-----------------------------------------------------------------------------------------
Parameter Settings:
EIUES:                            0.5
Ratio uncertain traces:           0.5

Type:                             encoder_GREEDY
No. warmup steps:                 4000
LR factor                         0.7715556218700459 
Embedding dimension:              256
Dimension of feedforward network: 1024
Number of transformer layers:     1
Number of attentions heads:       8
Dropout:                          0.24285064867247835
Total number of epochs:           150
-----------------------------------------------------------------------------------------
| epoch   0 |     9/ 1707 batches | lr_step  10 | lr  0.000002 |acc  0.000%| ms/batch 273.22 | loss 2.2361093 
| epoch   0 |    19/ 1707 batches | lr_step  20 | lr  0.000004 |acc  0.000%| ms/batch 290.88 | loss 2.2186687 
| epoch   0 |    29/ 1707 batches | lr_step  30 | lr  0.000006 |acc  0.000%| ms/batch 283.40 | loss 2.1469209 
| epoch   0 |    39/ 1707 batches | lr_step  40 | lr  0.000008 |acc  0.000%| ms/batch 289.55 | loss 2.0723147 
| epoch   0 |    49/ 1707 batches | lr_step  50 | lr  0.000010 |acc  0.000%| ms/batch 270.73 | loss 1.9923232 
| epoch   0 |    59/ 1707 batches | lr_step  60 | lr  0.000011 |acc  0.000%| ms/batch 274.79 | loss 1.9044088 
| epoch   0 |    69/ 1707 batches | lr_step  70 | lr  0.000013 |acc  0.000%| ms/batch 278.08 | loss 1.7858264 
| epoch   0 |    79/ 1707 batches | lr_step  80 | lr  0.000015 |acc  0.000%| ms/batch 288.44 | loss 1.7100598 
| epoch   0 |    89/ 1707 batches | lr_step  90 | lr  0.000017 |acc  0.000%| ms/batch 277.35 | loss 1.6391556 
| epoch   0 |    99/ 1707 batches | lr_step  100 | lr  0.000019 |acc  0.000%| ms/batch 278.37 | loss 1.5900995 
| epoch   0 |   109/ 1707 batches | lr_step  110 | lr  0.000021 |acc  0.000%| ms/batch 315.55 | loss 1.5288753 
| epoch   0 |   119/ 1707 batches | lr_step  120 | lr  0.000023 |acc  0.000%| ms/batch 357.70 | loss 1.4951180 
| epoch   0 |   129/ 1707 batches | lr_step  130 | lr  0.000025 |acc  0.000%| ms/batch 385.01 | loss 1.4350288 
| epoch   0 |   139/ 1707 batches | lr_step  140 | lr  0.000027 |acc  0.000%| ms/batch 359.35 | loss 1.3880552 
| epoch   0 |   149/ 1707 batches | lr_step  150 | lr  0.000029 |acc  0.000%| ms/batch 351.97 | loss 1.3448658 
| epoch   0 |   159/ 1707 batches | lr_step  160 | lr  0.000030 |acc  0.000%| ms/batch 329.73 | loss 1.2949711 
| epoch   0 |   169/ 1707 batches | lr_step  170 | lr  0.000032 |acc  0.000%| ms/batch 280.69 | loss 1.2776423 
| epoch   0 |   179/ 1707 batches | lr_step  180 | lr  0.000034 |acc  0.020%| ms/batch 281.90 | loss 1.2201700 
| epoch   0 |   189/ 1707 batches | lr_step  190 | lr  0.000036 |acc  0.000%| ms/batch 294.72 | loss 1.1925735 
| epoch   0 |   199/ 1707 batches | lr_step  200 | lr  0.000038 |acc  0.020%| ms/batch 329.39 | loss 1.1616584 
| epoch   0 |   209/ 1707 batches | lr_step  210 | lr  0.000040 |acc  0.020%| ms/batch 308.29 | loss 1.1293448 
| epoch   0 |   219/ 1707 batches | lr_step  220 | lr  0.000042 |acc  0.020%| ms/batch 309.25 | loss 1.1263147 
| epoch   0 |   229/ 1707 batches | lr_step  230 | lr  0.000044 |acc  0.000%| ms/batch 336.32 | loss 1.1047110 
| epoch   0 |   239/ 1707 batches | lr_step  240 | lr  0.000046 |acc  0.000%| ms/batch 280.46 | loss 1.0865377 
| epoch   0 |   249/ 1707 batches | lr_step  250 | lr  0.000048 |acc  0.039%| ms/batch 281.18 | loss 1.0602157 
| epoch   0 |   259/ 1707 batches | lr_step  260 | lr  0.000050 |acc  0.039%| ms/batch 307.09 | loss 1.0430152 
